"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6050","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [2] amount=-10000, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat May 23 18:22:11 UTC 2026","passed","Sat May 23 18:22:17 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","10480","adminCannotCreateUserWithInvalidDataTest()","","Sat May 23 18:22:18 UTC 2026","passed","Sat May 23 18:22:29 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","9993","adminCanLoginWithCorrectDataTest()","","Sat May 23 18:22:13 UTC 2026","passed","Sat May 23 18:22:23 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","12748","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [3] amount=10000.01, errorValue=Transfer amount cannot exceed 10000","","Sat May 23 18:22:11 UTC 2026","passed","Sat May 23 18:22:24 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","740","adminCanGenerateAuthTokenTest()","","Sat May 23 18:22:05 UTC 2026","passed","Sat May 23 18:22:05 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","17379","AuthUserCanTransferMoneyToNotHisAccountTest()","","Sat May 23 18:22:02 UTC 2026","passed","Sat May 23 18:22:20 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","AuthUserCanTransferMoneyToNotHisAccountTest"
"","6427","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) Deposit 5000.001 should return error: Deposit amount exceeds the 5000 limit","","Sat May 23 18:21:55 UTC 2026","passed","Sat May 23 18:22:01 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","3027","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [1] name=Rope Block Tra, errorValue=Name must contain two words with letters only","","Sat May 23 18:22:16 UTC 2026","passed","Sat May 23 18:22:19 UTC 2026","","iteration2.api.UpdateProfileTest","iteration2.api.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","6055","userCanDepositMoneyToHisOwnAccountTest()","","Sat May 23 18:21:54 UTC 2026","passed","Sat May 23 18:22:00 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositMoneyToHisOwnAccountTest"
"","1082","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat May 23 18:22:02 UTC 2026","passed","Sat May 23 18:22:03 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","1208","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat May 23 18:22:01 UTC 2026","passed","Sat May 23 18:22:02 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","5853","AuthUserCannotTransferMoneyMoreThenExistTest()","","Sat May 23 18:22:13 UTC 2026","passed","Sat May 23 18:22:19 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","AuthUserCannotTransferMoneyMoreThenExistTest"
"","3661","userCannotDepositMoneyToNotExistedAccountTest()","","Sat May 23 18:21:51 UTC 2026","passed","Sat May 23 18:21:55 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCannotDepositMoneyToNotExistedAccountTest"
"","13133","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [1] name=Rope Block Tra, errorValue=Name must contain two words with letters only","","Sat May 23 18:22:12 UTC 2026","failed","Sat May 23 18:22:25 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","5708","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [2] name=John, errorValue=Name must contain two words with letters only","","Sat May 23 18:22:11 UTC 2026","passed","Sat May 23 18:22:16 UTC 2026","","iteration2.api.UpdateProfileTest","iteration2.api.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","14561","AuthUserCanTransferMoneyBetweenHisOwnAccountsTest()","","Sat May 23 18:22:10 UTC 2026","passed","Sat May 23 18:22:25 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","AuthUserCanTransferMoneyBetweenHisOwnAccountsTest"
"","5260","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) Deposit -5000 should return error: Invalid account or amount","","Sat May 23 18:22:00 UTC 2026","passed","Sat May 23 18:22:05 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","12976","userCannotDepositMoneyToNotHisAccountTest()","","Sat May 23 18:21:50 UTC 2026","passed","Sat May 23 18:22:03 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCannotDepositMoneyToNotHisAccountTest"
"","15513","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [1] amount=0.009, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat May 23 18:21:50 UTC 2026","passed","Sat May 23 18:22:06 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","7702","userCanLoginWithCorrectDataTest()","","Sat May 23 18:22:21 UTC 2026","passed","Sat May 23 18:22:29 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","7160","AuthUserCanTransferMoneyBetweenHisOwnAccountsTest()","","Sat May 23 18:22:20 UTC 2026","passed","Sat May 23 18:22:27 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","AuthUserCanTransferMoneyBetweenHisOwnAccountsTest"
"","5766","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [1] amount=0.009, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat May 23 18:22:05 UTC 2026","passed","Sat May 23 18:22:11 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
